point_name_ja	point_name_en	point_type	prec_no	block_no
北海道稚内	Hokkaido_Wakkanai	s1	11	47401
北海道沓形	Hokkaido_Kutsugata	a1	11	0002
北海道浜頓別	Hokkaido_Hamatonbetsu	a1	11	0003
北海道北見枝幸	Hokkaido_Kitami-Esashi	s1	11	47402
北海道歌登	Hokkaido_Utanobori	a1	11	0005
北海道中頓別	Hokkaido_Nakatonbetsu	a1	11	1051
北海道豊富	Hokkaido_Toyotomi	a1	11	1054
北海道沼川	Hokkaido_Numakawa	a1	11	1203
北海道船泊	Hokkaido_Funadomari	a1	11	1207
北海道宗谷岬	Hokkaido_Cape_Soya	a1	11	1284
北海道浜鬼志別	Hokkaido_Hamaoni-Shibetsu	a1	11	1285
北海道本泊	Hokkaido_Motodomari	a1	11	1512
北海道声問	Hokkaido_Koetoi	a1	11	1528
北海道礼文	Hokkaido_Rebun	a1	11	1546
北海道幌泊	Hokkaido_Horodomari	a1	11	1593
北海道幌延	Hokkaido_Horonobe	a1	11	1573
北海道礼文上泊埼	Hokkaido_Rebunuedomarisaki	a1	11	1656
北海道美深	Hokkaido_Bifuka	a1	12	0006
北海道ピヤシリ山	Hokkaido_Mt.Piyashiri	a1	12	0007
北海道名寄	Hokkaido_Nayoro	a1	12	0008
北海道西風連	Hokkaido_Nishi-Furen	a1	12	0009
北海道下川	Hokkaido_Shimokawa	a1	12	0010
北海道士別	Hokkaido_Shibetsu	a1	12	0011
北海道犬牛別峠	Hokkaido_Inuushibetutoge	a1	12	0012
北海道雄鷹峰	Hokkaido_Tokatamine	a1	12	0013
北海道蓬莱山	Hokkaido_Horaizan	a1	12	0014
北海道上川	Hokkaido_Kamikawa	a1	12	0015
北海道旭川	Hokkaido_Asahikawa	s1	12	47407
北海道瑞穂	Hokkaido_Mizuho	a1	12	0017
北海道終沢	Hokkaido_Owarizawa	a1	12	0018
北海道旭岳	Hokkaido_Asahidake	a1	12	0019
北海道白金	Hokkaido_Shirogane	a1	12	0020
北海道富良野	Hokkaido_Furano	a1	12	0021
北海道前富良野岳	Hokkaido_Maefuranodake	a1	12	0022
北海道前時雨山	Hokkaido_Maeshigureyama	a1	12	0023
北海道朝日	Hokkaido_Asahi	a1	12	1047
北海道比布	Hokkaido_Pippu	a1	12	1048
北海道層雲峡	Hokkaido_Sounkyo	a1	12	1049
北海道美瑛	Hokkaido_Biei	a1	12	1052
北海道和寒	Hokkaido_Wassamu	a1	12	1055
北海道東川	Hokkaido_Higashikawa	a1	12	1184
北海道志比内	Hokkaido_Shibinai	a1	12	1185
北海道幾寅	Hokkaido_Ikutora	a1	12	1188
北海道占冠	Hokkaido_Shimukappu	a1	12	1189
北海道上富良野	Hokkaido_Kami-Furano	a1	12	1190
北海道江丹別	Hokkaido_Etanbetsu	a1	12	1191
北海道音威子府	Hokkaido_Otoineppu	a1	12	1197
北海道中川	Hokkaido_Nakagawa	a1	12	1201
北海道麓郷	Hokkaido_Rokugo	a1	12	1280
北海道東神楽	Hokkaido_Higashi-Kagura	a1	12	1458
北海道小車	Hokkaido_Oguruma	a1	12	1570
北海道剣淵	Hokkaido_Kenbuchi	a1	12	1572
北海道金山	Hokkaido_Kanayama	a1	12	1574
北海道幌加内	Hokkaido_Horokanai	a1	12	1053
北海道朱鞠内	Hokkaido_Shumarinai	a1	12	1279
北海道天塩	Hokkaido_Teshio	a1	13	0024
北海道遠別	Hokkaido_Enbetsu	a1	13	0025
北海道羽幌	Hokkaido_Haboro	s1	13	47404
北海道留萌	Hokkaido_Rumoi	s1	13	47406
北海道増毛	Hokkaido_Mashike	a1	13	0028
北海道古丹別	Hokkaido_Kotanbetsu	a1	13	1112
北海道焼尻	Hokkaido_Yagishiri	a1	13	1213
北海道初山別	Hokkaido_Shosanbetsu	a1	13	1216
北海道達布	Hokkaido_Tappu	a1	13	1217
北海道幌糠	Hokkaido_Horonuka	a1	13	1218
北海道阿曽岩	Hokkaido_Asoiwa	a1	14	0029
北海道新篠津	Hokkaido_Shinshinotsu	a1	14	0030
北海道山口	Hokkaido_Yamaguchi	a1	14	0031
北海道手稲山	Hokkaido_Mt.Teine	a1	14	0032
北海道札幌	Hokkaido_Sapporo	s1	14	47412
北海道小金湯	Hokkaido_Koganeyu	a1	14	0034
北海道恵庭島松	Hokkaido_Eniwa-Shimamatsu	a1	14	0035
北海道島松山	Hokkaido_Mt.Shimamatsu	a1	14	0036
北海道支笏湖畔	Hokkaido_Lake-shore_Shikotsu	a1	14	0037
北海道西野幌	Hokkaido_Nishinoppo	a1	14	1076
北海道石狩	Hokkaido_Ishikari	a1	14	1085
北海道浜益	Hokkaido_Hamamasu	a1	14	1193
北海道厚田	Hokkaido_Atsuta	a1	14	1194
北海道千歳	Hokkaido_Chitose	a1	14	1459
北海道江別	Hokkaido_Ebetsu	a1	14	1507
北海道石狩沼田	Hokkaido_Ishikari-Numata	a1	15	0038
北海道深川	Hokkaido_Fukagawa	a1	15	0039
北海道常盤山	Hokkaido_Mt.Tokiwa	a1	15	0040
北海道滝川	Hokkaido_Takikawa	a1	15	0041
北海道神威岳	Hokkaido_Kamoidake	a1	15	0042
北海道芦別	Hokkaido_Ashibetsu	a1	15	0043
北海道美唄	Hokkaido_Bibai	a1	15	0044
北海道岩見沢	Hokkaido_Iwamizawa	s1	15	47413
北海道下桂沢	Hokkaido_Shimokatsurazawa	a1	15	0046
北海道長沼	Hokkaido_Naganuma	a1	15	0047
北海道丁未山	Hokkaido_Teimiyama	a1	15	0048
北海道夕張	Hokkaido_Yubari	a1	15	0049
北海道登川山	Hokkaido_Noborikawayama	a1	15	0050
北海道月形	Hokkaido_Tsukigata	a1	15	0999
北海道栗沢	Hokkaido_Kurisawa	a1	15	1068
北海道晩生内	Hokkaido_Osokinai	a1	15	1270
北海道桜山	Hokkaido_Sakurayama	a1	15	1271
北海道空知吉野	Hokkaido_Sorachi-Yoshino	a1	15	1287
北海道浦臼	Hokkaido_Urausu	a1	15	1400
北海道鹿島	Hokkaido_Kashima	a1	15	1401
北海道沼の沢	Hokkaido_Numanosawa	a1	15	1402
北海道新城	Hokkaido_Shinjo	a1	15	1419
北海道赤平	Hokkaido_Akabira	a1	15	1566
北海道雨竜	Hokkaido_Uryu	a1	15	1567
北海道秩父別	Hokkaido_Chippubetsu	a1	15	1674
北海道美国	Hokkaido_Bikuni	a1	16	0051
北海道余市	Hokkaido_Yoichi	a1	16	0052
北海道小樽	Hokkaido_Otaru	s1	16	47411
北海道共和	Hokkaido_Kyowa	a1	16	0054
北海道蘭越	Hokkaido_Rankoshi	a1	16	0055
北海道倶知安	Hokkaido_Kutchan	s1	16	47433
北海道脇方台地	Hokkaido_Wakikatadaichi	a1	16	0057
北海道寿都	Hokkaido_Suttsu	s1	16	47421
北海道桂台	Hokkaido_Katsuradai	a1	16	0059
北海道喜茂別	Hokkaido_Kimobetsu	a1	16	0060
北海道黒松内	Hokkaido_Kuromatsunai	a1	16	0061
北海道真狩	Hokkaido_Makkari	a1	16	1072
北海道赤井川	Hokkaido_Akaigawa	a1	16	1091
北海道神恵内	Hokkaido_Kamoenai	a1	16	1208
北海道ニセコ	Hokkaido_Niseko	a1	16	1615
北海道雄武	Hokkaido_Omu	s1	17	47405
北海道興部	Hokkaido_Okoppe	a1	17	0063
北海道紋別	Hokkaido_Mombetsu	s1	17	47435
北海道湧別	Hokkaido_Yubetsu	a1	17	0065
北海道滝上	Hokkaido_Takinoue	a1	17	0066
北海道上藻別	Hokkaido_Kamimobetsu	a1	17	0067
北海道常呂	Hokkaido_Tokoro	a1	17	0068
北海道遠軽	Hokkaido_Engaru	a1	17	0069
北海道佐呂間	Hokkaido_Saroma	a1	17	0070
北海道網走	Hokkaido_Abashiri	s1	17	47409
北海道生田原	Hokkaido_Ikutahara	a1	17	0072
北海道仁頃山	Hokkaido_Mt.Nikoro	a1	17	0073
北海道北見	Hokkaido_Kitami	a1	17	0074
北海道小清水	Hokkaido_Koshimizu	a1	17	0075
北海道斜里	Hokkaido_Shari	a1	17	0076
北海道留辺蘂	Hokkaido_Rubeshibe	a1	17	0077
北海道留辺蘂山	Hokkaido_Mt.Rubeshibe	a1	17	0078
北海道美幌	Hokkaido_Bihoro	a1	17	0079
北海道藻琴山	Hokkaido_Mt.Mokoto	a1	17	0080
北海道チミケップ山	Hokkaido_Chimikeppuyama	a1	17	0081
北海道津別	Hokkaido_Tsubetsu	a1	17	0082
北海道北見中山	Hokkaido_Kitaminakayama	a1	17	0083
北海道宇登呂	Hokkaido_Utoro	a1	17	0981
北海道西興部	Hokkaido_Nishi-Okoppe	a1	17	1073
北海道白滝	Hokkaido_Shirataki	a1	17	1092
北海道境野	Hokkaido_Sakaino	a1	17	1209
北海道東藻琴	Hokkaido_Higashi-Mokoto	a1	17	1263
北海道丸瀬布	Hokkaido_Maruseppu	a1	17	1420
北海道女満別	Hokkaido_Memanbetsu	a1	17	1460
北海道紋別小向	Hokkaido_Mombetsu-Komukai	a1	17	1487
北海道津別二又	Hokkaido_Tsubetsu-Futamata	a1	17	1568
北海道置戸常元	Hokkaido_Oketo-Tsunemoto	a1	17	1569
北海道山園	Hokkaido_Yamazono	a1	17	1617
北海道羅臼	Hokkaido_Rausu	a1	18	0084
北海道標津	Hokkaido_Shibetsu	a1	18	0085
北海道中標津	Hokkaido_Naka-shibetsu	a1	18	0086
北海道計根別	Hokkaido_Kenebetsu	a1	18	0087
北海道別海	Hokkaido_Betsukai	a1	18	0088
北海道根室	Hokkaido_Nemuro	s1	18	47420
北海道納沙布	Hokkaido_Nosappu	a1	18	1056
北海道厚床	Hokkaido_Attoko	a1	18	1196
北海道糸櫛別	Hokkaido_Itokushibetsu	a1	18	1266
北海道根室中標津	Hokkaido_Nemuro-Nakashibetsu	a1	18	1489
北海道上標津	Hokkaido_Kami-shibetsu	a1	18	1547
北海道川湯	Hokkaido_Kawayu	a1	19	0090
北海道阿寒湖畔	Hokkaido_Lake-Shore_Akan	a1	19	0091
北海道弟子屈	Hokkaido_Teshikaga	a1	19	0092
北海道標茶	Hokkaido_Shibecha	a1	19	0093
北海道幌呂台地	Hokkaido_Hororodaichi	a1	19	0094
北海道中徹別	Hokkaido_Nakateshibetsu	a1	19	0095
北海道阿寒	Hokkaido_Akan	a1	19	0096
北海道霧多布	Hokkaido_Kiritappu	a1	19	0097
北海道白糠	Hokkaido_Shiranuka	a1	19	0098
北海道釧路	Hokkaido_Kushiro	s1	19	47418
北海道二俣	Hokkaido_Futamata	a1	19	1107
北海道鶴居	Hokkaido_Tsurui	a1	19	1186
北海道弟子屈	Hokkaido_Teshikaga	a1	19	1187
北海道太田	Hokkaido_Ota	a1	19	1192
北海道榊町	Hokkaido_Sakakimachi	a1	19	1195
北海道知方学	Hokkaido_Chippomanai	a1	19	1283
北海道塘路	Hokkaido_Toro	a1	19	1403
北海道茶内原野	Hokkaido_Chyanaigenya	a1	19	1417
北海道鶴丘	Hokkaido_Tsuruoka	a1	19	1461
北海道軍艦山	Hokkaido_Mt.Gunkan	a1	20	0100
北海道陸別	Hokkaido_Rikubetsu	a1	20	0101
北海道殖産高地	Hokkaido_Shokusankouchi	a1	20	0102
北海道ぬかびら源泉郷	Hokkaido_Nukabiragensenkyo	a1	20	0103
北海道小坂山	Hokkaido_Mt.Kosaka	a1	20	0104
北海道上足寄	Hokkaido_Kamiashoro	a1	20	0105
北海道西ヌプカウシ山	Hokkaido_Mt.Nishinupukaushi	a1	20	0106
北海道上士幌	Hokkaido_Kamishihoro	a1	20	0107
北海道幌安山	Hokkaido_Mt.Horoyasu	a1	20	0108
北海道足寄	Hokkaido_Ashoro	a1	20	0109
北海道佐幌岳	Hokkaido_Sahorodake	a1	20	0110
北海道三角山	Hokkaido_Mt.Sankaku	a1	20	0111
北海道本別	Hokkaido_Honbetsu	a1	20	0112
北海道新得	Hokkaido_Shintoku	a1	20	0113
北海道鹿追	Hokkaido_Shikaoi	a1	20	0114
北海道芽室	Hokkaido_Memuro	a1	20	0115
北海道帯広	Hokkaido_Obihiro	s1	20	47417
北海道池田	Hokkaido_Ikeda	a1	20	0117
北海道浦幌	Hokkaido_Urahoro	a1	20	0118
北海道帯広岳	Hokkaido_Obihirodake	a1	20	0119
北海道ひょうたん沢	Hokkaido_Hyotanzawa	a1	20	0120
北海道大樹	Hokkaido_Taiki	a1	20	0121
北海道広尾	Hokkaido_Hiroo	s1	20	47440
北海道三国山	Hokkaido_Mt.Mikuni	a1	20	1099
北海道駒場	Hokkaido_Komaba	a1	20	1204
北海道上札内	Hokkaido_Kami-satsunai	a1	20	1210
北海道更別	Hokkaido_Sarabetsu	a1	20	1211
北海道大津	Hokkaido_Otsu	a1	20	1214
北海道糠内	Hokkaido_Nukanai	a1	20	1286
北海道小利別	Hokkaido_Shotoshibetsu	a1	20	1404
北海道押帯	Hokkaido_Oshoppu	a1	20	1405
北海道柏倉	Hokkaido_Kashiwakura	a1	20	1409
北海道上螺湾	Hokkaido_Kami-rawan	a1	20	1410
北海道留真	Hokkaido_Rushin	a1	20	1418
北海道帯広泉	Hokkaido_Obihiroizumi	a1	20	1510
北海道三股	Hokkaido_Mitsumata	a1	20	1571
北海道安平	Hokkaido_Abira	a1	21	0123
北海道厚真	Hokkaido_Atsuma	a1	21	0124
北海道穂別	Hokkaido_Hobetsu	a1	21	0125
北海道森野	Hokkaido_Morino	a1	21	0126
北海道苫小牧	Hokkaido_Tomakomai	s1	21	47424
北海道大岸	Hokkaido_Okishi	a1	21	0128
北海道有珠山	Hokkaido_Mt.Usu	a1	21	0129
北海道白老	Hokkaido_Shiraoi	a1	21	0130
北海道鵡川	Hokkaido_Mukawa	a1	21	0131
北海道伊達	Hokkaido_Date	a1	21	0132
北海道登別山	Hokkaido_Noboribetsuyama	a1	21	0133
北海道登別	Hokkaido_Noboribetsu	a1	21	0134
北海道室蘭	Hokkaido_Muroran	s1	21	47423
北海道大滝	Hokkaido_Otaki	a1	21	1067
北海道洞爺湖温泉	Hokkaido_Toyako_Onsen	a1	21	1329
北海道カルルス	Hokkaido_Karurusu	a1	21	1429
北海道豊浦	Hokkaido_Toyoura	a1	21	1496
北海道花和	Hokkaido_Hanawa	a1	21	1498
北海道虻田	Hokkaido_Abuta	a1	21	1499
北海道壮瞥	Hokkaido_Sobetu	a1	21	1500
北海道入江	Hokkaido_Irie	a1	21	1501
北海道月浦	Hokkaido_Tsukiura	a1	21	1502
北海道北有珠	Hokkaido_Kitausu	a1	21	1503
北海道洞爺湖畔	Hokkaido_Toyakohan	a1	21	1504
北海道厚真幌内	Hokkaido_Atsumahoronai	a1	21	1665
北海道日高門別	Hokkaido_Hidaka-Monbetsu	a1	22	0136
北海道新和	Hokkaido_Shinwa	a1	22	0137
北海道ヌモトル山	Hokkaido_Mt.Numotoru	a1	22	0138
北海道笹山	Hokkaido_Sasayama	a1	22	0139
北海道静内	Hokkaido_Shizunai	a1	22	0140
北海道ピセナイ山	Hokkaido_Mt.Pisenai	a1	22	0141
北海道浦河	Hokkaido_Urakawa	s1	22	47426
北海道仁世宇	Hokkaido_Niseu	a1	22	1097
北海道三石	Hokkaido_Mitsuishi	a1	22	1198
北海道日高	Hokkaido_Hidaka	a1	22	1202
北海道幌満	Hokkaido_Horoman	a1	22	1264
北海道目黒	Hokkaido_Meguro	a1	22	1276
北海道中杵臼	Hokkaido_Nakakineusu	a1	22	1288
北海道えりも岬	Hokkaido_Cape_Erimo	a1	22	1340
北海道旭	Hokkaido_Asahi	a1	22	1430
北海道平取	Hokkaido_Biratori	a1	22	1594
北海道長万部	Hokkaido_Oshamanbe	a1	23	0143
北海道八雲	Hokkaido_Yakumo	a1	23	0144
北海道森	Hokkaido_Mori	a1	23	0145
北海道大沼	Hokkaido_Lake_Onuma	a1	23	0146
北海道川汲	Hokkaido_Kakkumi	a1	23	0147
北海道北斗	Hokkaido_Hokuto	a1	23	0148
北海道函館	Hokkaido_Hakodate	s1	23	47430
北海道汐首	Hokkaido_Shiokubi	a1	23	0150
北海道小谷石	Hokkaido_Kotaniishi	a1	23	0151
北海道松前	Hokkaido_Matsumae	a1	23	0152
北海道木古内	Hokkaido_Kikonai	a1	23	0917
北海道千軒	Hokkaido_Sengen	a1	23	1265
北海道蛾眉野	Hokkaido_Gabino	a1	23	1416
北海道高松	Hokkaido_Takamatsu	a1	23	1462
北海道戸井泊	Hokkaido_Toitomari	a1	23	1543
北海道知内	Hokkaido_Shiriuchi	a1	23	1552
北海道熊石	Hokkaido_Kumaishi	a1	23	0155
北海道せたな	Hokkaido_Setana	a1	24	0153
北海道今金	Hokkaido_Imakane	a1	24	0154
北海道潮見	Hokkaido_Shiomi	a1	24	0156
北海道江差	Hokkaido_Esashi	s1	24	47428
北海道奥尻	Hokkaido_Okushiri	a1	24	1199
北海道鶉	Hokkaido_Uzura	a1	24	1200
北海道石崎	Hokkaido_Ishizaki	a1	24	1205
北海道米岡	Hokkaido_Yoneoka	a1	24	1513
青森県障子山	Aomori_Mt.Shoji	a1	31	0158
青森県むつ	Aomori_Mutsu	s1	31	47576
青森県蟹田	Aomori_Kanita	a1	31	0160
青森県青森	Aomori_Aomori	s1	31	47575
青森県野辺地	Aomori_Noheji	a1	31	0162
青森県鰺ケ沢	Aomori_Ajigasawa	a1	31	0163
青森県五所川原	Aomori_Goshogawara	a1	31	0164
青森県深浦	Aomori_Fukaura	s1	31	47574
青森県弘前	Aomori_Hirosaki	a1	31	0166
青森県黒石	Aomori_Kuroishi	a1	31	0167
青森県八甲田山	Aomori_Mt.Hakkoda	a1	31	0168
青森県三沢	Aomori_Misawa	a1	31	0169
青森県四兵衛森	Aomori_Shiheimori	a1	31	0170
青森県毛無山	Aomori_Mt.Kenashi	a1	31	0171
青森県十和田	Aomori_Towada	a1	31	0172
青森県八戸	Aomori_Hachinohe	s1	31	47581
青森県大鰐	Aomori_Owani	a1	31	0174
青森県碇ケ関	Aomori_Ikarigaseki	a1	31	0175
青森県空岱山	Aomori_Mt.Soradai	a1	31	0176
青森県休屋	Aomori_Yasumiya	a1	31	0177
青森県朝日奈岳	Aomori_Asahinadake	a1	31	0178
青森県三戸	Aomori_Sannohe	a1	31	0179
青森県今別	Aomori_Imabetsu	a1	31	1026
青森県六ケ所	Aomori_Rokkasho	a1	31	1027
青森県大間	Aomori_Oma	a1	31	1041
青森県大和山	Aomori_Mt.Yamato	a1	31	1042
青森県酸ケ湯	Aomori_Sukayu	a1	31	1079
青森県岳	Aomori_Dake	a1	31	1108
青森県長慶平	Aomori_Chokeidaira	a1	31	1110
青森県市浦	Aomori_Shiura	a1	31	1119
青森県小田野沢	Aomori_Odanosawa	a1	31	1122
青森県脇野沢	Aomori_Wakinosawa	a1	31	1124
青森県七戸	Aomori_Shichinohe	a1	31	1183
青森県戸来	Aomori_Herai	a1	31	1272
青森県温川	Aomori_Nurukawa	a1	31	1406
青森県青森大谷	Aomori_Aomori-Otani	a1	31	1495
青森県湯野川	Aomori_Yunokawa	a1	31	1559
秋田県田代岳	Akita_Tashirodake	a1	32	0180
秋田県陣場	Akita_Jinba	a1	32	0181
秋田県杉沢山	Akita_Mt.Sugisawa	a1	32	0182
秋田県能代	Akita_Noshiro	a1	32	0183
秋田県鷹巣	Akita_Takanosu	a1	32	0184
秋田県鹿角	Akita_Kazuno	a1	32	0185
秋田県湯瀬	Akita_Yuze	a1	32	0186
秋田県森吉山	Akita_Mt.Moriyoshi	a1	32	0187
秋田県五城目	Akita_Gojome	a1	32	0188
秋田県男鹿本山	Akita_Ogahonzan	a1	32	0189
秋田県秋田	Akita_Akita	s1	32	47582
秋田県太平山	Akita_Mt.Taihei	a1	32	0191
秋田県岩見三内	Akita_Iwami-Sannai	a1	32	0192
秋田県角館	Akita_Kakunodate	a1	32	0193
秋田県田沢湖	Akita_Lake_Tazawa	a1	32	0194
秋田県大曲	Akita_Omagari	a1	32	0195
秋田県本荘	Akita_Honjo	a1	32	0196
秋田県保呂羽山	Akita_Mt.Horoha	a1	32	0197
秋田県横手	Akita_Yokote	a1	32	0198
秋田県にかほ	Akita_Nikaho	a1	32	0199
秋田県矢島	Akita_Yashima	a1	32	0200
秋田県三森山	Akita_Mt.Mitsumori	a1	32	0201
秋田県湯沢	Akita_Yuzawa	a1	32	0202
秋田県姥井戸山	Akita_Mt.Ubaido	a1	32	0203
秋田県湯の岱	Akita_Yunotai	a1	32	0204
秋田県大館	Akita_Odate	a1	32	0912
秋田県大潟	Akita_Ogata	a1	32	1035
秋田県男鹿	Akita_Oga	a1	32	1036
秋田県八森	Akita_Hachimori	a1	32	1043
秋田県大正寺	Akita_Daisho-ji	a1	32	1050
秋田県東成瀬	Akita_Higashinaruse	a1	32	1109
秋田県比立内	Akita_Hitachinai	a1	32	1115
秋田県東由利	Akita_Higashiyuri	a1	32	1117
秋田県阿仁合	Akita_Aniai	a1	32	1131
秋田県鎧畑	Akita_Yoroibata	a1	32	1167
秋田県藤里	Akita_Fujisato	a1	32	1273
秋田県桧木内	Akita_Hinokinai	a1	32	1278
秋田県八幡平	Akita_Hachimantai	a1	32	1289
秋田県笹子	Akita_Jinego	a1	32	1407
秋田県藤原	Akita_Fujiwara	a1	32	1408
秋田県男鹿真山	Akita_Mt.Oga-Shinzan	a1	32	1422
秋田県仁別	Akita_Nibetsu	a1	32	1425
秋田県脇神	Akita_Wakigami	a1	32	1463
秋田県雄和	Akita_Yuwa	a1	32	1511
秋田県田沢湖高原	Akita_Tazawako_Highlands	a1	32	1652
岩手県種市	Iwate_Taneichi	a1	33	0205
岩手県軽米	Iwate_Karumai	a1	33	0206
岩手県二戸	Iwate_Ninohe	a1	33	0207
岩手県折爪岳	Iwate_Orizumedake	a1	33	0208
岩手県久慈	Iwate_Kuji	a1	33	0209
岩手県西岳	Iwate_Nishidake	a1	33	0210
岩手県葛巻	Iwate_Kuzumaki	a1	33	0211
岩手県袖山	Iwate_Sodeyama	a1	33	0212
岩手県茶臼岳	Iwate_Chausudake	a1	33	0213
岩手県岩手松尾	Iwate_Iwate-Matsuo	a1	33	0214
岩手県岩手山	Iwate_Mt.Iwate	a1	33	0215
岩手県岩洞	Iwate_Gando	a1	33	0216
岩手県大森山	Iwate_Mt.Omori	a1	33	0217
岩手県岩泉	Iwate_Iwaizumi	a1	33	0218
岩手県駒ケ岳	Iwate_Komagadake	a1	33	0219
岩手県害鷹森	Iwate_Gaitakamori	a1	33	0220
岩手県雫石	Iwate_Shizukuishi	a1	33	0221
岩手県盛岡	Iwate_Morioka	s1	33	47584
岩手県宮古	Iwate_Miyako	s1	33	47585
岩手県薬師岳	Iwate_Yakushidake	a1	33	0224
岩手県黒森山	Iwate_Mt.Kuromori	a1	33	0225
岩手県豊沢	Iwate_Toyosawa	a1	33	0226
岩手県花巻	Iwate_Hanamaki	a1	33	0227
岩手県大迫	Iwate_Ohasama	a1	33	0228
岩手県湯田	Iwate_Yuda	a1	33	0229
岩手県北上	Iwate_Kitakami	a1	33	0230
岩手県遠野	Iwate_Tono	a1	33	0231
岩手県五葉山	Iwate_Mt.Goyo	a1	33	0232
岩手県釜石	Iwate_Kamaishi	a1	33	0233
岩手県岳山	Iwate_Dakeyama	a1	33	0234
岩手県若柳	Iwate_Wakayanagi	a1	33	0235
岩手県江刺	Iwate_Esashi	a1	33	0236
岩手県大船渡	Iwate_Ofunato	s1	33	47512
岩手県一関	Iwate_Ichinoseki	a1	33	0238
岩手県千厩	Iwate_Senmaya	a1	33	0239
岩手県室根山	Iwate_Mt.Murone	a1	33	0240
岩手県祭畤	Iwate_Matsurube	a1	33	1028
岩手県好摩	Iwate_Koma	a1	33	1032
岩手県山田	Iwate_Yamada	a1	33	1033
岩手県大野	Iwate_Ohno	a1	33	1037
岩手県衣川	Iwate_Koromogawa	a1	33	1045
岩手県薮川	Iwate_Yabukawa	a1	33	1078
岩手県米里	Iwate_Yonesato	a1	33	1113
岩手県沢内	Iwate_Sawauchi	a1	33	1118
岩手県荒屋	Iwate_Araya	a1	33	1120
岩手県普代	Iwate_Fudai	a1	33	1123
岩手県紫波	Iwate_Shiwa	a1	33	1128
岩手県葛根田	Iwate_Kakkonda	a1	33	1168
岩手県住田	Iwate_Sumita	a1	33	1206
岩手県小本	Iwate_Omoto	a1	33	1212
岩手県奥中山	Iwate_Mt.Okunaka	a1	33	1215
岩手県山形	Iwate_Yamagata	a1	33	1219
岩手県川井	Iwate_Kawai	a1	33	1224
岩手県門馬	Iwate_Kadoma	a1	33	1225
岩手県下戸鎖	Iwate_Shimotokusari	a1	33	1332
岩手県区界	Iwate_Kuzakai	a1	33	1447
岩手県大槌	Iwate_Otsuchi	a1	33	1508
岩手県大東	Iwate_Daito	a1	33	1557
岩手県金ヶ崎	Iwate_Kanegasaki	a1	33	1558
岩手県滝沢	Iwate_Takizawa	a1	33	1560
岩手県附馬牛	Iwate_Tsukimoshi	a1	33	1563
岩手県厳美	Iwate_Genbi	a1	33	1598
岩手県刈屋	Iwate_Kariya	a1	33	1627
岩手県新町	Iwate_Shincho	a1	33	1628
岩手県陸前高田	Iwate_Rikuzen-takata	a1	33	1629
岩手県一方井	Iwate_Ikkatai	a1	33	1653
宮城県栗駒山	Miyagi_Mt.Kurikoma	a1	34	0241
宮城県気仙沼	Miyagi_Kesennuma	a1	34	0242
宮城県川渡	Miyagi_Kawatabi	a1	34	0243
宮城県築館	Miyagi_Tsukidate	a1	34	0244
宮城県箕輪山	Miyagi_Mt.Minowa	a1	34	0245
宮城県志津川	Miyagi_Shizugawa	a1	34	0246
宮城県古川	Miyagi_Furukawa	a1	34	0247
宮城県大衡	Miyagi_Ohira	a1	34	0248
宮城県鹿島台	Miyagi_Kashimadai	a1	34	0249
宮城県石巻	Miyagi_Ishinomaki	s1	34	47592
宮城県新川	Miyagi_Nikkawa	a1	34	0251
宮城県鷹巣山	Miyagi_Mt.Takanosu	a1	34	0252
宮城県仙台	Miyagi_Sendai	s1	34	47590
宮城県川崎	Miyagi_Kawasaki	a1	34	0254
宮城県不忘山	Miyagi_Mt.Fubo	a1	34	0255
宮城県白石	Miyagi_Shiroishi	a1	34	0256
宮城県亘理	Miyagi_Watari	a1	34	0257
宮城県雄勝	Miyagi_Ogatsu	a1	34	0985
宮城県米山	Miyagi_Yoneyama	a1	34	1029
宮城県塩釜	Miyagi_Shiogama	a1	34	1030
宮城県駒ノ湯	Miyagi_Komanoyu	a1	34	1126
宮城県丸森	Miyagi_Marumori	a1	34	1220
宮城県花山	Miyagi_Hanayama	a1	34	1267
宮城県江ノ島	Miyagi_Enoshima_Island	a1	34	1290
宮城県筆甫	Miyagi_Hippo	a1	34	1298
宮城県泉ケ岳	Miyagi_Mt.Izumigadake	a1	34	1365
宮城県名取	Miyagi_Natori	a1	34	1464
宮城県鴬沢	Miyagi_Uguisuzawa	a1	34	1526
宮城県加美	Miyagi_Kami	a1	34	1561
宮城県蔵王	Miyagi_Zao	a1	34	1564
宮城県栗駒深山	Miyagi_Kurikomafukayama	a1	34	1597
宮城県栗駒	Miyagi_Kurikoma	a1	34	1600
宮城県女川	Miyagi_Onagawa	a1	34	1626
宮城県桃生	Miyagi_Mono	a1	34	1630
宮城県東松島	Miyagi_Higashi-Matsushima	a1	34	1631
宮城県岩沼	Miyagi_Iwanuma	a1	34	1632
山形県鳥海山	Yamagata_Mt.Chokai	a1	35	0258
山形県酒田	Yamagata_Sakata	s1	35	47587
山形県差首鍋	Yamagata_Sasunabe	a1	35	0260
山形県太平山	Yamagata_Mt.Taihei	a1	35	0261
山形県金山	Yamagata_Kaneyama	a1	35	0262
山形県鶴岡	Yamagata_Tsuruoka	a1	35	0263
山形県狩川	Yamagata_Karikawa	a1	35	0264
山形県新庄	Yamagata_Shinjo	s1	35	47520
山形県瀬見	Yamagata_Semi	a1	35	0266
