point_name_ja	point_name_en	point_type	prec_no	block_no
香川県高松	Kagawa_Takamatsu	s1	72	47891
香川県多度津	Kagawa_Tadotsu	s1	72	47890
香川県滝宮	Kagawa_Takinomiya	a1	72	0729
香川県引田	Kagawa_Hiketa	a1	72	0730
香川県竜王山	Kagawa_Mt.Ryuo	a1	72	0731
香川県財田	Kagawa_Saita	a1	72	1239
香川県香南	Kagawa_Konan	a1	72	1475
愛媛県大三島	Ehime_Omishima	a1	73	0732
愛媛県玉川	Ehime_Tamagawa	a1	73	0733
愛媛県新居浜	Ehime_Niihama	a1	73	0734
愛媛県四国中央	Ehime_Shikoku-Chuo	a1	73	0735
愛媛県松山	Ehime_Matsuyama	s1	73	47887
愛媛県上林	Ehime_Kamihayashi	a1	73	0737
愛媛県成就社	Ehime_Jojusha	a1	73	0738
愛媛県長浜	Ehime_Nagahama	a1	73	0739
愛媛県中山	Ehime_Nakayama	a1	73	0740
愛媛県久万	Ehime_Kuma	a1	73	0741
愛媛県獅子越峠	Ehime_Shishigoe_Pass	a1	73	0742
愛媛県八幡浜	Ehime_Yawatahama	a1	73	0743
愛媛県宇和島	Ehime_Uwajima	s1	73	47892
愛媛県御荘	Ehime_Misho	a1	73	0745
愛媛県西条	Ehime_Saijo	a1	73	0958
愛媛県大洲	Ehime_Ozu	a1	73	0959
愛媛県三崎	Ehime_Misaki	a1	73	0960
愛媛県宇和	Ehime_Uwa	a1	73	0961
愛媛県今治	Ehime_Imabari	a1	73	1077
愛媛県富郷	Ehime_Tomisato	a1	73	1260
愛媛県近永	Ehime_Chikanaga	a1	73	1350
愛媛県瀬戸	Ehime_Seto	a1	73	1456
愛媛県松山南吉田	Ehime_Matsuyama-Minamiyoshida	a1	73	1521
高知県本山	Kochi_Motoyama	a1	74	0746
高知県繁藤	Kochi_Shigeto	a1	74	0747
高知県佐川	Kochi_Sakawa	a1	74	0748
高知県成山	Kochi_Naruyama	a1	74	0749
高知県高知	Kochi_Kochi	s1	74	47893
高知県南国	Kochi_Nangoku	a1	74	0751
高知県芸西	Kochi_Geisei	a1	74	0752
高知県鳥形山	Kochi_Mt.Torigata	a1	74	0753
高知県船戸	Kochi_Funato	a1	74	0754
高知県安芸	Kochi_Aki	a1	74	0755
高知県須崎	Kochi_Susaki	a1	74	0756
高知県佐喜浜	Kochi_Sakihama	a1	74	0757
高知県窪川	Kochi_Kubokawa	a1	74	0758
高知県室戸岬	Kochi_Cape_Muroto	s1	74	47899
高知県堂ケ森	Kochi_Dogamori	a1	74	0760
高知県大正	Kochi_Taisho	a1	74	0761
高知県宿毛	Kochi_Sukumo	s1	74	47897
高知県中村	Kochi_Nakamura	a1	74	0763
高知県清水	Kochi_Shimizu	s1	74	47898
高知県梼原	Kochi_Yusuhara	a1	74	0921
高知県田野	Kochi_Tano	a1	74	0955
高知県池川	Kochi_Ikegawa	a1	74	1179
高知県大栃	Kochi_Odochi	a1	74	1229
高知県佐賀	Kochi_Saga	a1	74	1233
高知県江川崎	Kochi_Ekawasaki	a1	74	1235
高知県後免	Kochi_Gomen	a1	74	1249
高知県魚梁瀬	Kochi_Yanase	a1	74	1281
高知県本川	Kochi_Hongawa	a1	74	1351
高知県南国日章	Kochi_Nankoku-Nissho	a1	74	1476
高知県三崎	Kochi_Misaki	a1	74	1556
山口県須佐	Yamaguchi_Susa	a1	81	0765
山口県萩	Yamaguchi_Hagi	s1	81	47754
山口県徳佐	Yamaguchi_Tokusa	a1	81	0767
山口県鍋提峠	Yamaguchi_Nabesagetoge	a1	81	0768
山口県秋吉台	Yamaguchi_Akiyoshidai	a1	81	0769
山口県瀬戸原	Yamaguchi_Setobara	a1	81	0770
山口県広瀬	Yamaguchi_Hirose	a1	81	0771
山口県豊田	Yamaguchi_Toyota	a1	81	0772
山口県桜山	Yamaguchi_Mt.Sakura	a1	81	0773
山口県山口	Yamaguchi_Yamaguchi	s1	81	47784
山口県防府	Yamaguchi_Hofu	a1	81	0775
山口県下松	Yamaguchi_Kudamatsu	a1	81	0776
山口県下関	Yamaguchi_Shimonoseki	s1	81	47762
山口県宇部	Yamaguchi_Ube	a1	81	0778
山口県安下庄	Yamaguchi_Agenosho	a1	81	0779
山口県玖珂	Yamaguchi_Kuga	a1	81	0913
山口県油谷	Yamaguchi_Yuya	a1	81	0939
山口県岩国	Yamaguchi_Iwakuni	a1	81	0940
山口県周東	Yamaguchi_Shuto	a1	81	0941
山口県柳井	Yamaguchi_Yanai	a1	81	0942
山口県羅漢山	Yamaguchi_Mt.Rakanzan	a1	81	1100
山口県長野山	Yamaguchi_Mt.Nagano	a1	81	1101
山口県和田	Yamaguchi_Wada	a1	81	1261
山口県篠生	Yamaguchi_Shinobu	a1	81	1367
山口県鹿野	Yamaguchi_Kano	a1	81	1614
山口県東厚保	Yamaguchi_Higashiatsu	a1	81	1620
福岡県八幡	Fukuoka_Yahata	a1	82	0780
福岡県小倉	Fukuoka_Kokura	a1	82	0781
福岡県行橋	Fukuoka_Yukuhashi	a1	82	0782
福岡県篠栗	Fukuoka_Sasaguri	a1	82	0783
福岡県飯塚	Fukuoka_Iizuka	s1	82	47809
福岡県前原	Fukuoka_Maebaru	a1	82	0785
福岡県福岡	Fukuoka_Fukuoka	s1	82	47807
福岡県九千部山	Fukuoka_Mt.Kusenbu	a1	82	0787
福岡県朝倉	Fukuoka_Asakura	a1	82	0788
福岡県英彦山	Fukuoka_Mt.Hikosan	a1	82	0789
福岡県久留米	Fukuoka_Kurume	a1	82	0790
福岡県耳納山	Fukuoka_Mt.Mino	a1	82	0791
福岡県黒木	Fukuoka_Kurogi	a1	82	0792
福岡県大牟田	Fukuoka_Omuta	a1	82	0793
福岡県宗像	Fukuoka_Munakata	a1	82	0943
福岡県頂吉	Fukuoka_Kagumeyoshi	a1	82	0944
福岡県柳川	Fukuoka_Yanagawa	a1	82	0945
福岡県添田	Fukuoka_Soeda	a1	82	1046
福岡県太宰府	Fukuoka_Dazaifu	a1	82	1141
福岡県博多	Fukuoka_Hakata	a1	82	1477
福岡県曽根	Fukuoka_Sone	a1	82	1527
福岡県空港北町	Fukuoka_Kukokitamachi	a1	82	1590
福岡県早良脇山	Fukuoka_Sawara-Wakiyama	a1	82	1611
福岡県東谷	Fukuoka_Higashitani	a1	82	1637
福岡県小呂島	Fukuoka_Oronoshima	a1	82	1657
大分県中津	Oita_Nakatsu	a1	83	0794
大分県豊後高田	Oita_Bungo-Takada	a1	83	0795
大分県武蔵	Oita_Musashi	a1	83	0796
大分県伏木	Oita_Fushiki	a1	83	0797
大分県日田	Oita_Hita	s1	83	47814
大分県湯布院	Oita_Yufuin	a1	83	0799
大分県大分	Oita_Oita	s1	83	47815
大分県佐賀関	Oita_Saganoseki	a1	83	0801
大分県釈迦岳	Oita_Shakadake	a1	83	0802
大分県湯平	Oita_Yunohira	a1	83	0803
大分県温見	Oita_Nukumi	a1	83	0804
大分県犬飼	Oita_Inukai	a1	83	0805
大分県竹田	Oita_Taketa	a1	83	0806
大分県出羽	Oita_Izuruha	a1	83	0807
大分県佐伯	Oita_Saiki	a1	83	0808
大分県倉木	Oita_Kuraki	a1	83	0809
大分県蒲江	Oita_Kamae	a1	83	0810
大分県院内	Oita_Innai	a1	83	0931
大分県玖珠	Oita_Kusu	a1	83	0932
大分県臼杵	Oita_Usuki	a1	83	0933
大分県耶馬渓	Oita_Yabakei	a1	83	0979
大分県国見	Oita_Kunimi	a1	83	1137
大分県宇目	Oita_Ume	a1	83	1142
大分県別府	Oita_Beppu	a1	83	1157
大分県杵築	Oita_Kitsuki	a1	83	1237
大分県椿ヶ鼻	Oita_Tsubakigahana	a1	83	1554
長崎県佐須奈	Nagasaki_Sasuna	a1	84	0811
長崎県厳原	Nagasaki_Izuhara	s1	84	47800
長崎県平戸	Nagasaki_Hirado	s1	84	47805
長崎県松浦	Nagasaki_Matsuura	a1	84	0814
長崎県国見山	Nagasaki_Mt.Kunimi	a1	84	0815
長崎県佐世保	Nagasaki_Sasebo	s1	84	47812
長崎県大瀬戸	Nagasaki_Oseto	a1	84	0817
長崎県長浦岳	Nagasaki_Mt.Nagaura	a1	84	0818
長崎県五家原岳	Nagasaki_Gokaharadake	a1	84	0819
長崎県諫早	Nagasaki_Isahaya	a1	84	0820
長崎県長崎	Nagasaki_Nagasaki	s1	84	47817
長崎県雲仙岳	Nagasaki_Mt.Unzen	s1	84	47818
長崎県福江	Nagasaki_Fukue	s1	84	47843
長崎県口之津	Nagasaki_Kuchinotsu	a1	84	0922
長崎県島原	Nagasaki_Shimabara	a1	84	0962
長崎県有川	Nagasaki_Arikawa	a1	84	1080
長崎県大村	Nagasaki_Omura	a1	84	1084
長崎県有川	Nagasaki_Arikawa	a1	84	1138
長崎県芦辺	Nagasaki_Ashibe	a1	84	1144
長崎県野母崎	Nagasaki_Nomozaki	a1	84	1441
長崎県深江	Nagasaki_Fukae	a1	84	1442
長崎県普賢岳	nagasaki_Fugendake	a1	84	1446
長崎県百花台	Nagasaki_Hyakkadai	a1	84	1451
長崎県千々石	Nagasaki_Chijiwa	a1	84	1452
長崎県鰐浦	Nagasaki_Waniura	a1	84	1453
長崎県石田	Nagasaki_Ishida	a1	84	1478
長崎県上大津	Nagasaki_Kami-Ozu	a1	84	1479
長崎県小値賀	Nagasaki_Ojika	a1	84	1535
長崎県頭ヶ島	Nagasaki_Kashiragashima	a1	84	1536
長崎県美津島	Nagasaki_Mitsushima	a1	84	1538
長崎県脇岬	Nagasaki_Wakimisaki	a1	84	1670
長崎県西海	Nagasaki_Saikai	a1	84	1672
佐賀県枝去木	Saga_Ezarugi	a1	85	0824
佐賀県和多田	Saga_Watada	a1	85	0825
佐賀県権現山	Saga_Mt.Gongen	a1	85	0826
佐賀県八幡岳	Saga_Hachimandake	a1	85	0827
佐賀県佐賀	Saga_Saga	s1	85	47813
佐賀県白石	Saga_Shiroishi	a1	85	0829
佐賀県嬉野	Saga_Ureshino	a1	85	0830
佐賀県多良岳	Saga_Taradake	a1	85	0831
佐賀県伊万里	Saga_Imari	a1	85	1075
佐賀県川副	Saga_Kawasoe	a1	85	1480
佐賀県唐津	Saga_Karatsu	a1	85	1610
佐賀県鳥栖	Saga_Tosu	a1	85	1612
佐賀県北山	Saga_Hokuzan	a1	85	1616
佐賀県大町	Saga_Omachi	a1	85	1667
熊本県鹿北	Kumamoto_Kahoku	a1	86	0832
熊本県南小国	Kumamoto_Minami-Oguni	a1	86	0833
熊本県岱明	Kumamoto_Taimei	a1	86	0834
熊本県菊池	Kumamoto_Kikuchi	a1	86	0835
熊本県鞍岳	Kumamoto_Kuradake	a1	86	0836
熊本県熊本	Kumamoto_Kumamoto	s1	86	47819
熊本県俵山	Kumamoto_Mt.Tawara	a1	86	0838
熊本県阿蘇山	Kumamoto_Mt.Aso	s1	86	47821
熊本県高森	Kumamoto_Takamori	a1	86	0840
熊本県間の谷山	Kumamoto_Mt.Manotani	a1	86	0841
熊本県甲佐	Kumamoto_Kosa	a1	86	0842
熊本県松島	Kumamoto_Matsushima	a1	86	0843
熊本県大金峰	Kumamoto_Daikinpo	a1	86	0844
熊本県本渡	Kumamoto_Hondo	a1	86	0845
熊本県八代	Kumamoto_Yatsushiro	a1	86	0846
熊本県人吉	Kumamoto_Hitoyoshi	s1	86	47824
熊本県牛深	Kumamoto_Ushibuka	s1	86	47838
熊本県一里山	Kumamoto_Mt.Ichiri	a1	86	0850
熊本県白髪岳	Kumamoto_Shiragadake	a1	86	0851
熊本県益城	Kumamoto_Mashiki	a1	86	0923
熊本県水俣	Kumamoto_Minamata	a1	86	0924
熊本県多良木	Kumamoto_Taragi	a1	86	0925
熊本県上	Kumamoto_Ue	a1	86	0926
熊本県田浦	Kumamoto_Tanoura	a1	86	0946
熊本県三角	Kumamoto_Misumi	a1	86	1081
熊本県湯前横谷	Kumamoto_Yunomae-Yokotani	a1	86	1086
熊本県茶臼峠	Kumamoto_Chausutoge	a1	86	1088
熊本県屋形山	Kumamoto_Mt.Yakata	a1	86	1156
熊本県五家荘	Kumamoto_Gokanosho	a1	86	1158
熊本県阿蘇乙姫	Kumamoto_Aso-Otohime	a1	86	1240
熊本県五木	Kumamoto_Itsuki	a1	86	1368
熊本県山江	Kumamoto_Yamae	a1	86	1435
熊本県宇土	Kumamoto_Uto	a1	86	1580
熊本県一勝地	Kumamoto_Isshochi	a1	86	1581
熊本県戦山	Kumamoto_Ikusayama	a1	86	0847
熊本県山都	Kumamoto_Yamato	a1	86	1613
熊本県南阿蘇	Kumamoto_Minami-Aso	a1	86	1660
宮崎県高千穂	Miyazaki_Takachiho	a1	87	0852
宮崎県大中尾	Miyazaki_Onako	a1	87	0853
宮崎県中小屋	Miyazaki_Nakagoya	a1	87	0854
宮崎県延岡	Miyazaki_Nobeoka	s1	87	47822
宮崎県猪原	Miyazaki_Inohara	a1	87	0856
宮崎県日向	Miyazaki_Hyuga	a1	87	0857
宮崎県矢櫃岳	Miyazaki_Yabitsudake	a1	87	0858
宮崎県高鍋	Miyazaki_Takanabe	a1	87	0859
宮崎県加久藤	Miyazaki_Kakuto	a1	87	0860
宮崎県西都	Miyazaki_Saito	a1	87	0861
宮崎県えびの高原	Miyazaki_Ebinokogen	a1	87	0862
宮崎県小林	Miyazaki_Kobayashi	a1	87	0863
宮崎県野尻	Miyazaki_Nojiri	a1	87	0864
宮崎県国富	Miyazaki_Kunitomi	a1	87	0865
宮崎県宮崎	Miyazaki_Miyazaki	s1	87	47830
宮崎県霧島御池	Miyazaki_Kirishima-Miike	a1	87	0867
宮崎県青島	Miyazaki_Aoshima	a1	87	0868
宮崎県都城	Miyazaki_Miyakonojo	s1	87	47829
宮崎県鰐塚山	Miyazaki_Mt.Wanitsuka	a1	87	0870
宮崎県油津	Miyazaki_Aburatsu	s1	87	47835
宮崎県串間	Miyazaki_Kushima	a1	87	0872
宮崎県古江	Miyazaki_Furue	a1	87	1135
宮崎県深瀬	Miyazaki_Fukase	a1	87	1164
宮崎県見立	Miyazaki_Mitate	a1	87	1275
宮崎県諸塚	Miyazaki_Morotsuka	a1	87	1343
宮崎県西米良	Miyazaki_Nishimera	a1	87	1345
宮崎県鞍岡	Miyazaki_Kuraoka	a1	87	1348
宮崎県神門	Miyazaki_Mikado	a1	87	1353
宮崎県北方	Miyazaki_Kitakata	a1	87	1432
宮崎県上椎葉	Miyazaki_Kamishiiba	a1	87	1433
宮崎県赤江	Miyazaki_Akae	a1	87	1481
宮崎県都農	Miyazaki_Tsuno	a1	87	1608
宮崎県日之影	Miyazaki_Hinokage	a1	87	1609
宮崎県高原	Miyazaki_Takaharu	a1	87	1623
宮崎県山田	Miyazaki_Yamada	a1	87	1624
宮崎県椎葉	Miyazaki_Shiiba	a1	87	1636
宮崎県田野	Miyazaki_Tano	a1	87	1663
鹿児島県阿久根	Kagoshima_Akune	s1	88	47823
鹿児島県古原野	kagoshima_koharuno	a1	88	0874
鹿児島県大口	Kagoshima_Okuchi	a1	88	0875
鹿児島県魚野越	kagoshima_Uonogoe	a1	88	0876
鹿児島県紫尾山	Kagoshima_Mt.Shibisan	a1	88	0877
鹿児島県さつま柏原	Kagoshima_Satsuma-Kashiwabaru	a1	88	0878
鹿児島県中甑	Kagoshima_Nakakoshiki	a1	88	0879
鹿児島県川内	Kagoshima_Sendai	a1	88	0880
鹿児島県溝辺	Kagoshima_Mizobe	a1	88	0881
鹿児島県八重山	Kagoshima_Yaeyama	a1	88	0882
鹿児島県東市来	Kagoshima_Higashi-Ichiki	a1	88	0883
鹿児島県権現ケ尾	Kagoshima_Gongengao	a1	88	0884
鹿児島県鹿児島	Kagoshima_Kagoshima	s1	88	47827
鹿児島県高峠	Kagoshima_Takatoge	a1	88	0886
鹿児島県加世田	Kagoshima_Kaseda	a1	88	0887
鹿児島県吉ケ別府	Kagoshima_Yoshigabeppu	a1	88	0888
鹿児島県喜入	Kagoshima_Kiire	a1	88	0890
鹿児島県肝属川	Kagoshima_Kimotsukigawa	a1	88	0891
鹿児島県枕崎	Kagoshima_Makurazaki	s1	88	47831
鹿児島県指宿	Kagoshima_Ibusuki	a1	88	0893
鹿児島県甫与志岳	Kagoshima_Hoyoshidake	a1	88	0894
鹿児島県内之浦	Kagoshima_Uchinoura	a1	88	0895
鹿児島県種子島	Kagoshima_Tanegashima_Island	s1	88	47837
鹿児島県中種子	Kagoshima_Nakatane	a1	88	0897
鹿児島県上中	Kagoshima_Kaminaka	a1	88	0898
鹿児島県尾之間	Kagoshima_Onoaida	a1	88	0899
鹿児島県名瀬	Kagoshima_Naze	s1	88	47909
鹿児島県屋久島	Kagoshima_Yakushima_Island	s1	88	47836
鹿児島県沖永良部	Kagoshima_Okinoerabu	s1	88	47942
鹿児島県出水	Kagoshima_Izumi	a1	88	0934
鹿児島県牧之原	Kagoshima_Makinohara	a1	88	0935
鹿児島県志布志	Kagoshima_Shibushi	a1	88	0936
鹿児島県鹿屋	Kagoshima_Kanoya	a1	88	0937
鹿児島県古仁屋	Kagoshima_Koniya	a1	88	0980
鹿児島県矢止岳	Kagoshima_Yadomedake	a1	88	1104
鹿児島県田代	Kagoshima_Tashiro	a1	88	1136
鹿児島県伊仙	Kagoshima_Isen	a1	88	1139
鹿児島県輝北	Kagoshima_Kihoku	a1	88	1146
鹿児島県大隅	Kagoshima_Osumi	a1	88	1149
鹿児島県佐多	Kagoshima_Sata	a1	88	1161
鹿児島県肝付前田	Kagoshima_Kimotsuki-Maeda	a1	88	1181
鹿児島県与論島	Kagoshima_Yoronjima_Island	a1	88	1277
鹿児島県喜界島	Kagoshima_Kikaijima_Island	a1	88	1296
鹿児島県笠利	Kagoshima_Kasari	a1	88	1520
鹿児島県中之島	Kagoshima_Nakanoshima_Island	a1	88	1540
鹿児島県天城	Kagoshima_Amagi	a1	88	1542
鹿児島県宝島	Kagoshima_Takarajima_Island	a1	88	1647
鹿児島県諏訪之瀬島	Kagoshima_Suwanosejima_Island	a1	88	1654
鹿児島県小宝島	Kagoshima_Kodakarajima_Island	a1	88	1655
鹿児島県平島	Kagoshima_Tairajima_Island	a1	88	1658
鹿児島県霧島牧園	Kagoshima_Kirishima-Makizono	a1	88	1625
沖縄県奥	Okinawa_Oku	a1	91	0901
沖縄県与那覇岳	Okinawa_Yonahadake	a1	91	0902
沖縄県呉我山	Okinawa_Gogayama	a1	91	0903
沖縄県名護	Okinawa_Nago	s1	91	47940
沖縄県名嘉真	Okinawa_Nakama	a1	91	0905
沖縄県読谷	Okinawa_Yomitan	a1	91	0906
沖縄県胡屋	Okinawa_Goya	a1	91	0907
沖縄県那覇	Okinawa_Naha	s1	91	47936
沖縄県糸数	Okinawa_Itokazu	a1	91	0909
沖縄県金武	Okinawa_Kin	a1	91	1064
沖縄県石垣島	Okinawa_Ishigakijima_Island	s1	91	47918
沖縄県伊原間	Okinawa_Ibaruma	a1	91	1145
沖縄県伊是名	Okinawa_Izena	a1	91	1147
沖縄県宮古島	Okinawa_Miyakojima_Island	s1	91	47927
沖縄県久米島	Okinawa_Kumejima_Island	s1	91	47929
沖縄県渡嘉敷	Okinawa_Tokashiki	a1	91	1152
沖縄県伊良部	Okinawa_Irabu	a1	91	1246
沖縄県多良間	Okinawa_Tarama	a1	91	1247
沖縄県城辺	Okinawa_Gusukube	a1	91	1248
沖縄県川平	Okinawa_Kabira	a1	91	1250
沖縄県大原	Okinawa_Ohara	a1	91	1251
沖縄県西表島	Okinawa_Iriomotejima_Island	s1	91	47917
沖縄県与那国島	Okinawa_Yonagunijima_Island	s1	91	47912
沖縄県波照間	Okinawa_Hateruma	a1	91	1354
沖縄県南大東（南大東島）	Okinawa_Minami-Daito	s1	91	47945
沖縄県本部	Okinawa_Motobu	a1	91	1373
沖縄県東	Okinawa_Higashi	a1	91	1374
沖縄県安次嶺	Okinawa_Ashimine	a1	91	1482
沖縄県鏡原	Okinawa_Kagamihara	a1	91	1483
沖縄県真栄里	Okinawa_Maezato	a1	91	1484
沖縄県下地島	Okinawa_Shimoji_Island	a1	91	1490
沖縄県仲筋	Okinawa_Nakasuji	a1	91	1491
沖縄県所野	Okinawa_Tokorono	a1	91	1493
沖縄県志多阿原	Okinawa_Shitaabaru	a1	91	1494
沖縄県粟国	Okinawa_Aguni	a1	91	1515
沖縄県慶良間	Okinawa_Kerama	a1	91	1516
沖縄県北大東	Okinawa_Kita-Daito	a1	91	1517
沖縄県旧東	Okinawa_Kyuto	a1	91	1518
沖縄県北原	Okinawa_Kitahara	a1	91	1534
沖縄県国頭	Okinawa_Kunigami	a1	91	1586
沖縄県宮城島	Okinawa_Miyagijima_Island	a1	91	1596
沖縄県盛山	Okinawa_Moriyama	a1	91	1639
沖縄県渡名喜	Okinawa_Tonaki	a1	91	1651
南極昭和	Antarctic_Showa	s1	99	89532
